review_id,customer_id,product_id,order_id,rating,review_title,review_text,review_date,is_verified_purchase,helpful_votes
38,1354,1075,1914,3,Review Title 38,This is a 3-star review for Toothbrush Toothbrush 419. Could be better.,2024-03-27,True,19
39,837,705,1454,5,Review Title 39,This is a 5-star review for Desk Chair Desk Chair 170. Great product!,2025-01-24,True,18
40,715,371,1653,5,Review Title 40,This is a 5-star review for Cat Toy Cat Toy 427. Great product!,2024-10-11,True,15
41,994,1026,1684,2,Review Title 41,This is a 2-star review for Jeans Jeans 826. Not satisfied.,2024-10-04,True,26
42,570,33,1193,4,Review Title 42,This is a 4-star review for Tablet Tablet 306. Great product!,2024-07-10,True,7
43,613,285,1605,5,Review Title 43,This is a 5-star review for Dumbbells Dumbbells 826. Great product!,2025-05-14,True,37
44,1229,388,2280,5,Review Title 44,This is a 5-star review for Notebook Notebook 819. Great product!,2024-11-25,True,39
45,24,981,2073,1,Review Title 45,This is a 1-star review for Bed Frame Bed Frame 542. Not satisfied.,2024-07-27,True,25
46,746,711,749,5,Review Title 46,This is a 5-star review for T-Shirt T-Shirt 331. Great product!,2024-09-16,True,46
47,1189,946,267,1,Review Title 47,This is a 1-star review for Headphones Headphones 923. Not satisfied.,2024-11-14,True,37
48,846,591,2230,5,Review Title 48,This is a 5-star review for Dog Food Dog Food 878. Great product!,2024-04-18,True,27
49,418,1144,603,4,Review Title 49,This is a 4-star review for Cat Toy Cat Toy 249. Great product!,2025-08-17,True,35
50,1427,274,336,3,Review Title 50,This is a 3-star review for Laptop Laptop 473. Could be better.,2024-01-22,True,11
51,1219,809,1397,3,Review Title 51,This is a 3-star review for Paint Set Paint Set 269. Could be better.,2025-07-16,True,1
52,1362,109,247,3,Review Title 52,This is a 3-star review for Bed Frame Bed Frame 670. Could be better.,2024-04-24,True,34
53,319,201,1884,4,Review Title 53,This is a 4-star review for Jeans Ultra 279. Great product!,2024-05-02,True,17
54,340,487,1156,2,Review Title 54,This is a 2-star review for Notebook Notebook 814. Not satisfied.,2024-07-01,True,7
55,446,1065,194,4,Review Title 55,This is a 4-star review for Book Book 390. Great product!,2025-05-19,True,6
56,570,1061,359,5,Review Title 56,This is a 5-star review for Bed Frame Bed Frame 509. Great product!,2024-11-16,True,6
57,459,273,1713,4,Review Title 57,This is a 4-star review for Coffee Maker Coffee Maker 919. Great product!,2023-12-04,True,12
58,21,616,2250,5,Review Title 58,This is a 5-star review for Tablet Tablet 804. Great product!,2024-11-25,True,13
59,1301,37,1182,5,Review Title 59,This is a 5-star review for Laptop Laptop 487. Great product!,2024-12-02,True,34
60,961,547,1513,5,Review Title 60,This is a 5-star review for Coffee Maker Coffee Maker 893. Great product!,2025-03-23,True,29
61,548,93,1745,5,Review Title 61,This is a 5-star review for Board Game Pro 267. Great product!,2024-05-21,True,1
62,1083,1173,476,4,Review Title 62,This is a 4-star review for Toothbrush Toothbrush 858. Great product!,2023-10-19,True,8
63,1112,256,2252,2,Review Title 63,This is a 2-star review for Smartphone Smartphone 308. Not satisfied.,2024-03-15,True,3
64,90,553,1722,3,Review Title 64,This is a 3-star review for Jeans Jeans 857. Could be better.,2025-07-11,True,21
65,922,727,2359,4,Review Title 65,This is a 4-star review for Toothbrush Toothbrush 487. Great product!,2024-05-17,True,8
66,861,354,1485,5,Review Title 66,This is a 5-star review for Baby Diaper Baby Diaper 941. Great product!,2024-08-11,True,3
67,1106,1053,2109,4,Review Title 67,This is a 4-star review for Toothbrush Deluxe 360. Great product!,2025-06-23,True,30
68,422,784,804,5,Review Title 68,This is a 5-star review for Smart Watch Standard 598. Great product!,2024-09-14,True,36
69,1366,513,2313,5,Review Title 69,This is a 5-star review for Jacket Jacket 836. Great product!,2025-08-23,True,18
70,1038,1133,151,5,Review Title 70,This is a 5-star review for Board Game Plus 939. Great product!,2025-10-07,True,17
71,164,222,778,5,Review Title 71,This is a 5-star review for Laptop Laptop 594. Great product!,2025-10-06,True,3
72,1436,143,466,5,Review Title 72,This is a 5-star review for Sofa Sofa 607. Great product!,2025-04-13,True,7
73,547,587,1669,4,Review Title 73,This is a 4-star review for Smart Watch Smart Watch 978. Great product!,2024-09-21,True,33
74,245,502,1990,5,Review Title 74,This is a 5-star review for Smartphone Smartphone 185. Great product!,2025-08-18,True,24
75,360,69,2393,3,Review Title 75,This is a 3-star review for Dog Food Dog Food 261. Could be better.,2024-04-23,True,49
76,1455,660,2074,5,Review Title 76,This is a 5-star review for Headphones Headphones 529. Great product!,2024-11-03,True,36
77,673,990,919,5,Review Title 77,This is a 5-star review for Laptop Laptop 735. Great product!,2023-12-14,True,45
78,1457,299,1548,4,Review Title 78,This is a 4-star review for Coffee Maker Coffee Maker 960. Great product!,2024-08-18,True,16
79,593,331,1751,4,Review Title 79,This is a 4-star review for Sofa Sofa 114. Great product!,2024-11-26,True,26
80,78,1090,2355,4,Review Title 80,This is a 4-star review for Baby Diaper Baby Diaper 905. Great product!,2024-05-26,True,46
81,627,33,185,1,Review Title 81,This is a 1-star review for Tablet Tablet 306. Not satisfied.,2024-01-03,True,10
82,511,934,601,5,Review Title 82,This is a 5-star review for Dumbbells Dumbbells 931. Great product!,2024-08-09,True,37
83,921,873,1337,5,Review Title 83,This is a 5-star review for Jacket Premium 675. Great product!,2025-04-13,True,31
84,953,237,2323,3,Review Title 84,This is a 3-star review for Book Book 487. Could be better.,2024-04-30,True,37
85,1161,961,861,5,Review Title 85,This is a 5-star review for Dumbbells Dumbbells 656. Great product!,2024-10-07,True,22
86,1330,781,347,4,Review Title 86,This is a 4-star review for Cat Toy Cat Toy 126. Great product!,2024-10-10,True,17
87,366,483,358,4,Review Title 87,This is a 4-star review for Dog Food Dog Food 557. Great product!,2025-09-02,True,3
88,1284,518,462,4,Review Title 88,This is a 4-star review for Jacket Jacket 128. Great product!,2023-11-25,True,44
89,986,578,1585,4,Review Title 89,This is a 4-star review for Sneakers Sneakers 650. Great product!,2025-02-13,True,30
90,1499,745,2333,5,Review Title 90,This is a 5-star review for Cat Toy Cat Toy 851. Great product!,2025-03-05,True,26
91,327,627,76,4,Review Title 91,This is a 4-star review for Cat Toy Cat Toy 548. Great product!,2025-01-28,True,39
92,499,23,1437,5,Review Title 92,This is a 5-star review for Yoga Mat Yoga Mat 193. Great product!,2023-12-08,True,22
93,236,767,131,1,Review Title 93,This is a 1-star review for Sneakers Sneakers 382. Not satisfied.,2024-09-26,True,33
94,1383,892,570,4,Review Title 94,This is a 4-star review for Board Game Board Game 162. Great product!,2024-03-30,True,15
95,333,817,122,3,Review Title 95,This is a 3-star review for Tablet Tablet 799. Could be better.,2024-02-23,True,28
96,546,1084,1056,3,Review Title 96,This is a 3-star review for Toothbrush Toothbrush 172. Could be better.,2025-04-28,True,22
97,340,1047,1166,3,Review Title 97,This is a 3-star review for Tablet Plus 239. Could be better.,2025-08-11,True,50
98,147,448,1818,5,Review Title 98,This is a 5-star review for Paint Set Max 162. Great product!,2024-11-12,True,40
99,1062,906,1384,3,Review Title 99,This is a 3-star review for Board Game Board Game 977. Could be better.,2024-06-20,True,43
100,1473,1069,297,5,Review Title 100,This is a 5-star review for Smartphone Smartphone 780. Great product!,2024-10-08,True,7
101,676,591,1380,1,Review Title 101,This is a 1-star review for Dog Food Dog Food 878. Not satisfied.,2024-05-23,True,11
102,625,61,1639,1,Review Title 102,This is a 1-star review for Sofa Sofa 562. Not satisfied.,2024-06-10,True,11
103,10,364,1044,2,Review Title 103,This is a 2-star review for Sofa Sofa 168. Not satisfied.,2024-02-26,True,12
104,21,210,809,4,Review Title 104,This is a 4-star review for Laptop Laptop 472. Great product!,2025-10-13,True,9
105,90,770,1722,2,Review Title 105,This is a 2-star review for Book Book 246. Not satisfied.,2025-07-26,True,28
106,18,306,522,4,Review Title 106,This is a 4-star review for Cat Toy Deluxe 396. Great product!,2025-09-30,True,4
107,646,141,395,4,Review Title 107,This is a 4-star review for Yoga Mat Yoga Mat 656. Great product!,2024-05-24,True,29
108,122,217,484,2,Review Title 108,This is a 2-star review for Board Game Board Game 285. Not satisfied.,2025-09-12,True,24
109,722,1106,63,2,Review Title 109,This is a 2-star review for Blender Blender 615. Not satisfied.,2025-03-14,True,29
110,1430,1098,1265,2,Review Title 110,This is a 2-star review for Smart Watch Smart Watch 465. Not satisfied.,2024-10-30,True,8
111,125,354,2447,4,Review Title 111,This is a 4-star review for Baby Diaper Baby Diaper 941. Great product!,2025-08-01,True,35
112,1189,917,1141,4,Review Title 112,This is a 4-star review for Toothbrush Plus 405. Great product!,2025-01-02,True,2
113,90,1032,120,2,Review Title 113,This is a 2-star review for Coffee Maker Coffee Maker 122. Not satisfied.,2025-10-13,True,24
114,737,703,8,1,Review Title 114,This is a 1-star review for Laptop Laptop 844. Not satisfied.,2025-09-15,True,15
115,577,342,1129,3,Review Title 115,This is a 3-star review for Jeans Jeans 553. Could be better.,2025-06-26,True,33
116,730,1164,1999,5,Review Title 116,This is a 5-star review for Yoga Mat Yoga Mat 721. Great product!,2024-05-04,True,33
117,97,1074,1836,4,Review Title 117,This is a 4-star review for Toothbrush Toothbrush 739. Great product!,2024-09-25,True,29
118,1134,411,1260,3,Review Title 118,This is a 3-star review for Paint Set Paint Set 622. Could be better.,2023-12-18,True,12
119,636,989,1015,2,Review Title 119,This is a 2-star review for Bed Frame Bed Frame 848. Not satisfied.,2025-01-15,True,32
120,301,122,379,4,Review Title 120,This is a 4-star review for Notebook Pro 806. Great product!,2024-01-07,True,39
121,90,573,805,5,Review Title 121,This is a 5-star review for Sofa Standard 850. Great product!,2024-07-08,True,43
122,328,336,1831,5,Review Title 122,This is a 5-star review for T-Shirt T-Shirt 592. Great product!,2025-07-27,True,28
123,759,532,2227,3,Review Title 123,This is a 3-star review for Smartphone Smartphone 270. Could be better.,2024-06-16,True,21
124,726,219,2459,4,Review Title 124,This is a 4-star review for Bed Frame Bed Frame 240. Great product!,2024-08-01,True,34
125,781,382,368,4,Review Title 125,This is a 4-star review for Coffee Maker Coffee Maker 884. Great product!,2023-11-18,True,6
126,453,45,2354,4,Review Title 126,This is a 4-star review for Jacket Max 108. Great product!,2024-04-23,True,49
127,533,246,1721,3,Review Title 127,This is a 3-star review for Jeans Jeans 273. Could be better.,2024-09-08,True,31
128,746,1127,99,5,Review Title 128,This is a 5-star review for Desk Chair Desk Chair 258. Great product!,2024-01-12,True,1
129,1191,1173,1102,3,Review Title 129,This is a 3-star review for Toothbrush Toothbrush 858. Could be better.,2024-07-10,True,50
130,1104,183,2444,5,Review Title 130,This is a 5-star review for Cat Toy Cat Toy 576. Great product!,2025-06-19,True,28
131,1029,482,1274,1,Review Title 131,This is a 1-star review for Blender Blender 961. Not satisfied.,2025-03-10,True,14
132,610,1009,1228,3,Review Title 132,This is a 3-star review for Laptop Laptop 861. Could be better.,2025-01-01,True,22
133,981,535,168,5,Review Title 133,This is a 5-star review for Shampoo Premium 850. Great product!,2025-09-25,True,23
134,137,95,304,4,Review Title 134,This is a 4-star review for Toothbrush Max 666. Great product!,2025-01-17,True,33
135,972,823,1529,5,Review Title 135,This is a 5-star review for Baby Diaper Baby Diaper 163. Great product!,2024-09-25,True,32
136,34,370,1569,3,Review Title 136,This is a 3-star review for Shampoo Shampoo 166. Could be better.,2024-09-02,True,32
137,500,252,1010,5,Review Title 137,This is a 5-star review for Dumbbells Basic 939. Great product!,2024-04-13,True,28
138,1289,94,563,5,Review Title 138,This is a 5-star review for Jacket Jacket 888. Great product!,2024-11-18,True,7
139,1436,992,466,4,Review Title 139,This is a 4-star review for Board Game Ultra 740. Great product!,2025-03-20,True,20
140,1034,446,2455,5,Review Title 140,This is a 5-star review for Bed Frame Bed Frame 386. Great product!,2025-01-11,True,34
141,129,906,1306,2,Review Title 141,This is a 2-star review for Board Game Board Game 977. Not satisfied.,2023-11-17,True,4
142,1298,435,2322,4,Review Title 142,This is a 4-star review for Tablet Tablet 636. Great product!,2024-01-13,True,39
143,830,478,884,2,Review Title 143,This is a 2-star review for Dumbbells Dumbbells 288. Not satisfied.,2023-12-13,True,27
144,1357,278,605,5,Review Title 144,This is a 5-star review for T-Shirt T-Shirt 417. Great product!,2025-04-24,True,0
145,292,76,717,5,Review Title 145,This is a 5-star review for Headphones Headphones 546. Great product!,2025-10-14,True,36
146,1033,770,2126,5,Review Title 146,This is a 5-star review for Book Book 246. Great product!,2023-11-01,True,41
147,1473,953,1259,5,Review Title 147,This is a 5-star review for Jeans Standard 199. Great product!,2024-05-31,True,45
148,329,659,256,3,Review Title 148,This is a 3-star review for Jeans Plus 608. Could be better.,2025-04-25,True,7
149,174,951,838,5,Review Title 149,This is a 5-star review for Jeans Jeans 718. Great product!,2025-04-15,True,6
150,324,905,669,3,Review Title 150,This is a 3-star review for Sofa Sofa 948. Could be better.,2024-04-25,True,43
151,351,174,41,5,Review Title 151,This is a 5-star review for Jacket Jacket 514. Great product!,2023-10-28,True,6
152,1352,329,857,5,Review Title 152,This is a 5-star review for Paint Set Paint Set 317. Great product!,2024-05-12,True,21
153,986,866,1585,5,Review Title 153,This is a 5-star review for Smartphone Premium 104. Great product!,2025-02-23,True,1
154,90,1123,1722,5,Review Title 154,This is a 5-star review for Dumbbells Dumbbells 228. Great product!,2025-07-31,True,49
155,403,779,899,3,Review Title 155,This is a 3-star review for Toothbrush Toothbrush 975. Could be better.,2024-03-11,True,21
156,1403,1172,142,5,Review Title 156,This is a 5-star review for Coffee Maker Coffee Maker 958. Great product!,2024-06-03,True,37
157,214,199,933,2,Review Title 157,This is a 2-star review for Board Game Board Game 363. Not satisfied.,2024-11-15,True,29
158,676,842,1380,4,Review Title 158,This is a 4-star review for Yoga Mat Yoga Mat 695. Great product!,2024-05-05,True,13
159,129,989,1306,5,Review Title 159,This is a 5-star review for Bed Frame Bed Frame 848. Great product!,2023-10-23,True,8
160,924,640,501,4,Review Title 160,This is a 4-star review for Dumbbells Dumbbells 594. Great product!,2025-01-09,True,5
161,975,267,352,4,Review Title 161,This is a 4-star review for Shampoo Basic 486. Great product!,2024-03-08,True,33
162,1110,111,896,4,Review Title 162,This is a 4-star review for Jeans Deluxe 608. Great product!,2024-02-02,True,12
163,1331,989,1592,2,Review Title 163,This is a 2-star review for Bed Frame Bed Frame 848. Not satisfied.,2024-07-30,True,31
164,421,350,420,3,Review Title 164,This is a 3-star review for Dog Food Dog Food 895. Could be better.,2024-07-22,True,3
165,52,412,755,5,Review Title 165,This is a 5-star review for T-Shirt T-Shirt 790. Great product!,2025-02-02,True,46
166,509,535,362,2,Review Title 166,This is a 2-star review for Shampoo Premium 850. Not satisfied.,2023-11-10,True,45
167,189,226,1208,4,Review Title 167,This is a 4-star review for Laptop Laptop 461. Great product!,2024-02-02,True,19
168,1255,548,2443,3,Review Title 168,This is a 3-star review for Laptop Laptop 412. Could be better.,2024-10-28,True,38
169,366,131,358,5,Review Title 169,This is a 5-star review for Baby Diaper Baby Diaper 277. Great product!,2025-09-10,True,25
170,756,179,145,5,Review Title 170,This is a 5-star review for Dog Food Dog Food 436. Great product!,2024-11-20,True,35
171,301,360,379,4,Review Title 171,This is a 4-star review for Headphones Headphones 563. Great product!,2023-12-28,True,44
172,1394,1159,1964,5,Review Title 172,This is a 5-star review for Headphones Headphones 241. Great product!,2024-12-15,True,38
173,827,481,1782,4,Review Title 173,This is a 4-star review for Blender Blender 899. Great product!,2024-05-19,True,49
174,993,426,1632,4,Review Title 174,This is a 4-star review for Desk Chair Desk Chair 714. Great product!,2025-04-26,True,28
175,775,362,915,5,Review Title 175,This is a 5-star review for Sofa Sofa 116. Great product!,2023-11-30,True,35
176,1008,120,991,5,Review Title 176,This is a 5-star review for Cat Toy Cat Toy 651. Great product!,2024-02-09,True,13
177,794,21,1093,3,Review Title 177,This is a 3-star review for Sneakers Basic 730. Could be better.,2024-10-22,True,21
178,810,164,1636,1,Review Title 178,This is a 1-star review for Coffee Maker Ultra 675. Not satisfied.,2024-11-23,True,13
179,967,1081,1266,4,Review Title 179,This is a 4-star review for Smart Watch Deluxe 454. Great product!,2024-02-08,True,2
180,643,570,1701,3,Review Title 180,This is a 3-star review for Coffee Maker Coffee Maker 787. Could be better.,2025-03-11,True,33
181,1043,859,537,4,Review Title 181,This is a 4-star review for Toothbrush Toothbrush 711. Great product!,2023-12-28,True,3
182,886,405,735,4,Review Title 182,This is a 4-star review for Dumbbells Dumbbells 366. Great product!,2024-05-25,True,17
183,82,505,1671,4,Review Title 183,This is a 4-star review for Toothbrush Toothbrush 475. Great product!,2025-07-27,True,5
184,1351,379,1086,5,Review Title 184,This is a 5-star review for Shampoo Standard 950. Great product!,2023-10-31,True,33
185,552,94,31,5,Review Title 185,This is a 5-star review for Jacket Jacket 888. Great product!,2024-07-14,True,39
186,1451,177,2247,3,Review Title 186,This is a 3-star review for Laptop Standard 932. Could be better.,2025-02-28,True,4
187,1003,74,1718,3,Review Title 187,This is a 3-star review for Bed Frame Bed Frame 412. Could be better.,2024-08-09,True,28
188,346,1123,2075,5,Review Title 188,This is a 5-star review for Dumbbells Dumbbells 228. Great product!,2025-05-10,True,9
189,1342,111,577,5,Review Title 189,This is a 5-star review for Jeans Deluxe 608. Great product!,2025-06-26,True,3
190,1329,740,2172,5,Review Title 190,This is a 5-star review for Laptop Laptop 669. Great product!,2024-05-26,True,45
191,524,679,1169,5,Review Title 191,This is a 5-star review for Dumbbells Dumbbells 445. Great product!,2023-11-20,True,22
192,8,692,872,5,Review Title 192,This is a 5-star review for Dumbbells Ultra 434. Great product!,2024-07-31,True,29
193,1147,470,1138,5,Review Title 193,This is a 5-star review for Baby Diaper Baby Diaper 427. Great product!,2024-08-01,True,15
194,1056,49,2261,2,Review Title 194,This is a 2-star review for Bed Frame Basic 506. Not satisfied.,2023-10-09,True,0
195,101,25,394,4,Review Title 195,This is a 4-star review for Sofa Sofa 880. Great product!,2023-12-02,True,1
196,1385,595,1693,4,Review Title 196,This is a 4-star review for Dumbbells Dumbbells 462. Great product!,2024-11-14,True,24
197,1318,754,1515,5,Review Title 197,This is a 5-star review for Sneakers Sneakers 620. Great product!,2024-08-07,True,32
198,1059,1144,1244,2,Review Title 198,This is a 2-star review for Cat Toy Cat Toy 249. Not satisfied.,2024-05-01,True,48
199,529,426,1419,1,Review Title 199,This is a 1-star review for Desk Chair Desk Chair 714. Not satisfied.,2024-01-11,True,49
200,1414,1071,1263,5,Review Title 200,This is a 5-star review for Baby Diaper Premium 706. Great product!,2025-04-22,True,21
201,66,834,2105,4,Review Title 201,This is a 4-star review for Laptop Laptop 907. Great product!,2024-06-04,True,29
202,110,248,288,3,Review Title 202,This is a 3-star review for Blender Blender 310. Could be better.,2024-11-01,True,5
203,984,370,1655,5,Review Title 203,This is a 5-star review for Shampoo Shampoo 166. Great product!,2024-09-04,True,34
204,1119,526,842,4,Review Title 204,This is a 4-star review for Baby Diaper Baby Diaper 271. Great product!,2025-05-21,True,15
205,763,848,977,4,Review Title 205,This is a 4-star review for Smartphone Smartphone 775. Great product!,2023-12-07,True,44
206,234,527,2001,5,Review Title 206,This is a 5-star review for Bed Frame Ultra 387. Great product!,2024-12-05,True,12
207,1141,71,1584,4,Review Title 207,This is a 4-star review for Tablet Tablet 738. Great product!,2025-05-04,True,22
208,625,763,1639,4,Review Title 208,This is a 4-star review for Shampoo Max 467. Great product!,2024-06-18,True,9
209,1187,704,2196,3,Review Title 209,This is a 3-star review for Yoga Mat Yoga Mat 454. Could be better.,2024-04-28,True,33
210,102,1191,1528,3,Review Title 210,This is a 3-star review for Dumbbells Dumbbells 679. Could be better.,2024-12-02,True,33
211,1281,105,1188,5,Review Title 211,This is a 5-star review for Desk Chair Desk Chair 729. Great product!,2025-10-13,True,50
212,808,952,612,4,Review Title 212,This is a 4-star review for Jacket Max 115. Great product!,2024-01-01,True,24
213,351,753,41,3,Review Title 213,This is a 3-star review for Dumbbells Dumbbells 206. Could be better.,2023-11-17,True,13
214,881,883,2164,3,Review Title 214,This is a 3-star review for Blender Blender 276. Could be better.,2023-11-21,True,36
215,933,436,2429,4,Review Title 215,This is a 4-star review for Blender Blender 477. Great product!,2024-09-12,True,6
216,1216,1009,1491,3,Review Title 216,This is a 3-star review for Laptop Laptop 861. Could be better.,2025-06-27,True,47
217,734,638,2148,5,Review Title 217,This is a 5-star review for Notebook Notebook 899. Great product!,2024-12-17,True,9
218,534,667,610,4,Review Title 218,This is a 4-star review for Paint Set Standard 307. Great product!,2024-02-23,True,42
219,1250,809,2378,5,Review Title 219,This is a 5-star review for Paint Set Paint Set 269. Great product!,2025-01-18,True,21
220,66,1136,2281,5,Review Title 220,This is a 5-star review for Sneakers Sneakers 681. Great product!,2025-07-22,True,50
221,187,972,1482,3,Review Title 221,This is a 3-star review for Cat Toy Cat Toy 260. Could be better.,2024-05-17,True,25
222,581,635,1635,5,Review Title 222,This is a 5-star review for Dumbbells Dumbbells 699. Great product!,2024-11-03,True,44
223,904,1002,2060,5,Review Title 223,This is a 5-star review for Tablet Tablet 828. Great product!,2024-08-01,True,33
224,739,1090,1150,1,Review Title 224,This is a 1-star review for Baby Diaper Baby Diaper 905. Not satisfied.,2023-12-03,True,44
225,1351,730,1350,3,Review Title 225,This is a 3-star review for Jacket Basic 442. Could be better.,2025-10-07,True,30
226,1278,396,1970,2,Review Title 226,This is a 2-star review for Shampoo Deluxe 160. Not satisfied.,2025-09-04,True,37
227,1387,96,2233,5,Review Title 227,This is a 5-star review for Notebook Notebook 512. Great product!,2024-12-23,True,38
228,1174,1194,2454,2,Review Title 228,This is a 2-star review for Sofa Sofa 325. Not satisfied.,2025-02-10,True,50
229,63,312,1360,4,Review Title 229,This is a 4-star review for Dumbbells Dumbbells 128. Great product!,2024-09-18,True,15
230,868,184,32,5,Review Title 230,This is a 5-star review for Headphones Headphones 908. Great product!,2025-09-02,True,47
231,827,747,1296,3,Review Title 231,This is a 3-star review for Paint Set Paint Set 864. Could be better.,2024-10-05,True,34
232,953,277,1961,5,Review Title 232,This is a 5-star review for T-Shirt Basic 953. Great product!,2025-07-05,True,11
233,1273,95,1450,2,Review Title 233,This is a 2-star review for Toothbrush Max 666. Not satisfied.,2025-03-21,True,18
234,203,1002,1577,2,Review Title 234,This is a 2-star review for Tablet Tablet 828. Not satisfied.,2024-09-09,True,25
235,283,343,1682,4,Review Title 235,This is a 4-star review for Headphones Headphones 441. Great product!,2024-01-09,True,41
236,336,835,469,5,Review Title 236,This is a 5-star review for Shampoo Shampoo 569. Great product!,2024-04-10,True,3
237,521,790,1115,4,Review Title 237,This is a 4-star review for Baby Diaper Baby Diaper 486. Great product!,2025-10-17,True,16
238,215,516,1881,5,Review Title 238,This is a 5-star review for Headphones Pro 343. Great product!,2024-04-17,True,4
239,1209,165,2201,5,Review Title 239,This is a 5-star review for Yoga Mat Premium 645. Great product!,2025-03-22,True,2
240,789,409,19,3,Review Title 240,This is a 3-star review for Paint Set Standard 249. Could be better.,2023-10-27,True,3
241,125,33,1706,5,Review Title 241,This is a 5-star review for Tablet Tablet 306. Great product!,2025-10-17,True,4
242,793,864,1754,2,Review Title 242,This is a 2-star review for Dog Food Plus 644. Not satisfied.,2023-10-14,True,6
243,823,780,2404,2,Review Title 243,This is a 2-star review for Jeans Jeans 600. Not satisfied.,2024-03-18,True,34
244,1160,253,276,5,Review Title 244,This is a 5-star review for Sneakers Sneakers 901. Great product!,2024-03-08,True,50
245,447,1109,2007,4,Review Title 245,This is a 4-star review for Jacket Jacket 229. Great product!,2024-09-21,True,9
